,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S
20536,0,10,14,9,4,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,1
20468,1,9,20,21,9,4,4,0,4,3,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0
40726,1,26,25,26,5,20,4,1,18,5,2,7,3,2,3,1,1,0,0,2,1,1,0,0,1,0,8,7,5
20414,1,23,18,26,4,10,4,1,10,0,2,2,1,2,2,0,1,0,0,0,1,1,0,0,0,1,1,2,4
269152,1,17,18,14,4,4,2,3,7,0,0,4,1,2,1,7,2,0,1,0,0,1,0,0,1,0,1,8,6
26518,1,33,18,27,5,13,6,1,15,2,0,2,2,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,2
20866,1,66,16,36,8,35,12,10,24,2,0,2,0,2,2,1,1,0,2,0,0,0,0,0,0,0,5,0,0
116349,1,41,31,36,14,15,10,7,18,4,2,2,5,0,8,2,5,0,4,0,0,4,1,0,0,0,9,5,2
20556,1,23,39,29,13,10,6,1,13,3,0,3,2,2,1,10,2,1,1,2,0,0,0,0,1,1,3,6,9
21094,1,37,48,38,7,22,18,5,19,1,2,9,3,2,4,1,5,0,3,0,1,3,0,0,0,0,5,3,0
338249,1,13,13,18,5,3,8,0,11,1,2,3,1,2,1,3,2,0,1,0,0,1,0,0,0,0,1,0,6
44510,1,24,9,18,2,11,6,1,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116225,0,7,2,9,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
138408,1,83,34,43,6,35,22,7,27,1,2,2,4,0,3,1,5,0,4,0,0,4,0,0,0,0,2,0,3
3543,1,42,39,52,19,28,8,2,30,6,4,7,5,2,3,2,5,0,2,0,0,5,2,0,0,0,7,8,2
3431,1,58,21,35,5,21,6,9,22,4,2,1,2,0,3,0,0,0,9,0,0,0,0,0,0,0,1,1,0
20517,1,12,10,5,3,6,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0
69968,1,22,36,49,6,17,18,4,23,4,0,5,0,0,3,5,6,0,3,0,0,2,2,0,0,1,4,9,6
14812,1,19,54,22,10,10,8,3,14,2,2,5,2,2,2,11,3,2,0,2,0,1,0,0,0,0,2,8,14
20748,1,38,23,35,6,14,16,5,15,3,0,2,3,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,4
20571,0,17,21,26,2,13,4,1,16,3,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0
25541,1,48,54,69,12,25,8,6,23,1,2,4,4,0,7,6,8,2,3,2,0,3,2,0,0,0,13,7,6
206314,1,9,15,14,1,3,2,0,4,0,0,1,1,2,1,3,2,2,0,0,0,3,0,0,0,0,5,4,4
22380,1,25,53,36,5,16,6,2,12,2,2,6,2,2,3,1,4,0,1,0,0,2,0,2,0,0,1,4,11
23705,1,14,16,17,1,10,0,6,8,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116170,1,3,2,8,2,1,0,1,2,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3710,0,5,11,12,4,2,0,0,3,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,7
241676,1,28,45,41,5,21,6,3,16,5,2,5,1,2,5,0,1,0,6,0,0,3,0,0,0,0,3,3,1
361214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20626,1,4,9,6,1,2,0,0,4,0,0,3,1,2,0,1,3,1,0,0,0,0,0,0,0,0,2,2,1
20461,1,53,33,26,3,27,10,4,19,2,0,1,3,0,1,1,0,0,1,0,1,1,0,0,0,0,3,0,1
134427,1,29,16,37,1,17,8,2,21,1,0,2,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,0
20465,1,14,31,29,5,12,8,1,10,0,0,1,1,2,3,1,1,0,1,0,0,1,0,0,0,0,3,0,1
21370,1,33,18,28,7,19,16,5,15,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1
220359,1,39,59,23,5,8,6,7,13,1,2,7,5,2,0,4,1,0,1,0,0,1,0,0,1,0,4,1,2
286223,1,49,40,45,11,24,12,1,27,3,2,4,7,0,7,0,3,1,0,0,1,2,0,0,1,0,9,5,4
22732,1,36,22,27,8,10,10,3,19,3,0,2,3,0,3,0,1,0,1,0,0,1,0,0,0,0,0,2,0
134413,0,11,10,9,2,9,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20472,1,44,42,28,11,15,8,4,19,1,2,9,2,2,1,5,1,1,0,0,0,3,0,0,0,0,2,7,1
20443,1,70,40,49,6,20,10,2,34,4,0,3,7,0,3,5,7,0,5,0,0,3,0,0,0,0,2,2,3
20751,1,11,29,21,2,9,0,1,10,2,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,1,2,5,2
70084,1,30,34,42,9,10,8,1,17,1,2,2,2,0,5,0,2,0,1,0,0,3,0,0,0,0,1,3,1
20850,1,57,40,57,6,18,6,5,25,3,2,5,4,0,4,1,2,1,1,0,0,3,1,0,0,0,3,4,1
3323,1,23,20,15,4,9,6,0,10,1,0,1,2,0,0,6,2,0,2,0,1,1,0,0,1,0,2,2,8
89186,1,26,36,28,8,5,4,1,14,5,0,5,4,0,0,3,1,1,0,0,0,3,2,0,0,0,1,8,7
20455,0,7,11,8,4,7,0,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23314,1,13,13,26,10,4,16,2,5,4,0,4,4,4,0,1,2,1,0,0,0,0,0,0,0,1,3,3,6
20470,1,19,15,15,3,12,0,1,6,0,0,1,2,0,1,1,1,0,1,0,0,2,0,0,0,1,2,2,0
50073,1,29,29,36,7,14,8,3,16,4,2,1,2,0,1,2,1,1,1,0,1,0,0,0,0,0,3,1,5
69610,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20636,1,32,18,28,5,11,4,6,9,2,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14943,1,29,37,22,6,7,0,2,10,2,0,3,1,0,5,1,1,0,1,0,0,2,0,0,0,0,0,3,3
105334,0,21,29,21,6,8,0,4,9,1,2,0,3,0,2,3,2,0,1,0,0,0,0,0,1,1,5,8,5
3318,1,21,21,22,4,8,6,1,11,1,4,5,0,0,1,2,2,0,3,0,0,1,0,0,0,0,3,1,1
21865,1,8,13,15,3,4,0,0,4,1,0,0,1,0,1,3,1,0,2,0,0,0,0,0,0,0,2,1,2
116171,1,14,25,14,1,11,0,2,7,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,1
21384,1,14,32,24,6,6,2,0,11,2,0,3,0,2,3,6,5,1,1,0,0,1,0,0,0,0,1,4,14
130,1,77,24,45,1,38,6,3,33,4,2,2,1,0,3,0,1,0,4,0,0,4,0,0,0,0,3,0,1
265865,1,28,53,57,9,12,12,6,23,3,2,6,6,2,0,7,3,1,1,0,1,1,0,1,0,0,2,9,6
364640,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93341,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226200,1,32,44,54,14,15,4,1,24,5,0,5,5,0,0,7,2,1,0,0,0,1,0,0,0,0,3,3,5
170738,1,7,6,5,0,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134420,1,20,25,12,5,4,2,2,8,2,2,4,2,0,1,2,1,0,0,0,0,0,0,0,0,0,6,0,0
20550,1,73,32,57,10,54,12,5,23,0,8,2,4,4,2,1,1,0,4,0,0,0,0,0,0,0,3,1,0
3484,1,32,61,44,16,10,14,3,20,4,2,5,3,2,2,4,2,0,1,2,0,3,0,0,2,0,1,5,9
260250,1,17,13,17,2,8,2,0,7,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
20575,1,11,7,7,2,3,2,4,7,2,2,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0
20448,1,42,56,66,10,30,10,9,31,6,2,4,4,2,3,1,4,0,1,0,0,1,0,0,0,0,2,6,3
22864,1,12,12,13,6,5,0,1,7,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1
20661,1,20,18,9,3,6,0,2,5,1,0,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,3
20911,1,33,39,41,17,12,8,2,25,0,2,7,3,2,2,3,4,0,0,0,0,0,0,0,0,0,2,8,2
166534,1,15,35,15,2,10,0,2,15,2,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0
21350,1,39,36,38,8,22,8,6,21,2,2,6,2,0,1,3,6,0,2,0,1,0,0,0,0,0,3,1,6
21098,0,9,16,5,0,4,2,2,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
263432,1,42,28,33,6,22,2,5,21,2,0,3,2,0,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0
20561,1,31,63,35,4,21,2,4,21,4,0,3,4,0,1,1,3,1,0,2,0,3,0,0,0,0,5,7,0
20503,0,6,9,12,0,5,2,0,3,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,2,1
21725,0,6,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228928,1,35,51,33,12,14,6,2,9,1,6,6,1,2,4,3,1,1,1,0,0,1,0,0,0,1,9,2,2
37745,1,23,17,21,4,12,14,0,5,1,0,3,0,0,3,3,0,1,2,0,0,1,0,0,0,0,1,6,0
20476,0,3,5,4,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
146590,1,33,20,23,5,10,2,2,8,1,0,3,1,0,1,1,1,0,2,0,0,2,0,0,1,0,0,0,2
20479,1,23,38,17,5,3,2,1,8,3,0,4,1,0,1,3,0,0,0,0,0,2,1,0,0,1,1,6,10
20811,1,65,37,54,8,27,16,4,25,2,4,7,2,0,3,0,2,0,1,0,1,1,1,0,0,0,1,0,1
21004,1,19,10,15,3,12,2,1,5,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
14904,1,21,21,18,2,4,8,1,5,1,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
284960,1,42,26,34,8,19,8,5,14,3,0,3,4,0,1,1,0,1,1,0,0,1,1,2,0,0,2,3,1
22614,1,9,4,5,0,7,0,4,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
20609,1,15,18,23,4,16,4,6,7,1,2,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,2
21678,0,19,10,9,11,4,2,2,5,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
256478,1,44,46,43,6,19,10,2,22,3,2,3,2,0,4,0,1,0,1,2,0,1,1,0,0,0,8,5,5
24838,1,32,35,36,8,19,12,3,21,4,4,2,1,0,2,3,1,0,1,2,0,2,0,0,0,0,2,4,3
20816,1,30,35,29,14,11,2,6,14,1,12,7,3,0,0,2,1,0,0,0,1,1,0,0,0,1,4,2,3
333571,1,77,57,69,9,25,12,6,27,4,0,4,8,0,2,2,4,0,2,2,0,5,1,0,0,0,6,4,2
21376,1,14,20,23,3,8,2,1,5,2,0,3,1,0,1,3,3,0,0,0,0,1,1,0,0,0,1,5,7
24269,0,3,12,11,1,2,0,2,3,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5,5,6
134484,1,6,5,12,4,3,0,0,6,1,0,4,3,2,0,0,2,0,0,0,0,0,0,0,0,1,1,2,4
21322,1,6,13,5,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,5
137161,0,3,5,5,0,2,0,3,4,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8
49979,1,11,21,11,1,3,6,1,5,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1
37739,1,35,41,51,7,14,14,4,24,4,2,1,3,2,2,5,4,1,1,0,0,2,0,0,0,1,6,6,1
20689,1,22,41,33,4,8,2,1,13,2,0,1,2,2,1,3,1,0,1,0,0,1,0,0,0,0,6,7,2
20632,0,9,21,11,3,4,0,4,8,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22552,0,6,11,5,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138174,1,24,38,38,5,12,0,5,7,3,2,5,2,0,3,0,6,0,2,2,0,0,1,0,0,1,1,3,0
239298,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21578,1,16,14,24,3,6,6,0,5,2,2,2,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,3,0
174,1,7,11,9,4,2,0,0,6,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,4,3,1
22695,1,36,46,36,4,15,4,1,16,3,0,3,0,0,3,0,1,1,1,0,0,1,0,0,0,0,6,6,1
22162,1,59,49,75,6,31,18,8,26,5,2,5,5,2,6,4,6,0,2,4,2,2,0,0,0,0,15,7,0
246063,1,13,10,20,2,13,4,1,9,1,0,1,1,2,1,2,2,1,1,0,0,1,0,0,0,0,1,4,1
22383,1,26,35,23,6,9,4,2,7,1,0,1,1,0,0,5,2,0,1,0,0,1,0,0,0,0,4,7,11
20842,1,30,42,24,2,10,8,4,15,2,6,2,2,0,5,2,3,0,1,0,1,1,0,0,0,0,2,2,2
21861,0,8,15,21,1,2,0,0,4,0,0,3,2,0,1,1,0,0,1,0,0,3,0,0,0,0,3,5,6
20749,1,48,54,65,8,15,8,1,14,6,4,7,2,0,3,0,2,2,1,0,0,1,0,0,0,0,2,4,2
20776,1,41,18,26,3,15,6,6,11,1,0,4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0
26336,1,6,2,8,0,2,6,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
127534,1,10,26,21,3,12,2,0,7,3,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4,2
206318,1,26,28,29,1,14,2,2,13,3,8,0,1,2,2,1,0,1,0,0,0,2,0,0,0,0,1,1,0
21177,1,9,28,31,9,5,0,0,8,2,0,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,2,5,6
22020,1,15,10,12,1,6,0,2,5,0,0,1,1,0,0,3,0,0,2,0,0,3,0,0,0,0,4,2,4
21162,1,24,17,10,2,11,0,2,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
354123,1,27,32,17,4,9,4,5,11,2,0,3,1,2,1,2,3,0,0,0,0,0,0,0,0,0,3,2,1
20832,1,13,20,24,4,4,0,4,12,4,0,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0
9080,1,16,37,20,3,5,4,2,9,1,2,2,3,4,1,3,2,1,2,2,0,3,0,0,1,0,2,7,1
20635,1,80,24,57,4,33,30,4,26,2,2,3,5,0,4,1,4,1,1,2,0,1,0,0,0,0,7,0,0
209400,1,12,39,33,15,5,4,2,15,0,0,2,3,2,1,7,5,3,0,2,0,1,0,0,0,0,10,8,6
208696,1,26,51,36,12,7,6,0,6,3,4,3,1,0,3,2,5,0,0,0,0,1,1,0,3,0,2,17,9
21288,1,42,28,41,6,15,4,1,17,5,2,3,0,0,2,1,3,0,1,0,1,2,1,0,0,0,4,0,2
116269,1,28,49,28,5,12,8,1,11,2,0,3,4,4,1,6,2,0,2,0,0,0,0,2,0,1,2,0,6
21468,1,16,31,24,4,9,0,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22163,1,39,30,45,6,25,8,3,24,5,0,7,3,0,6,5,4,2,1,0,0,2,0,0,0,1,3,4,6
20506,0,2,6,2,1,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
22699,1,3,12,6,4,3,2,0,0,2,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,5
20478,1,7,9,12,2,2,2,1,4,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,4,2
520774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21564,1,66,46,51,11,29,12,7,23,3,6,9,5,0,4,0,3,0,3,2,0,2,0,0,0,0,2,2,1
20495,1,32,46,35,7,14,18,1,10,3,4,3,1,0,5,2,1,1,2,2,0,1,0,0,0,0,2,2,0
21438,0,15,34,17,4,4,0,1,14,4,0,2,1,0,0,5,2,0,0,0,0,2,0,0,0,1,1,2,8
21607,1,56,47,48,18,27,16,1,17,3,2,4,2,2,1,6,4,0,2,2,0,0,0,0,0,1,7,3,1
20638,1,24,16,14,1,13,0,3,7,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,1,0
20929,1,33,8,16,1,8,4,5,8,4,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
86301,1,21,44,33,10,7,8,5,12,0,4,4,0,4,1,3,2,0,1,0,0,2,0,0,0,0,2,4,1
24964,1,10,21,17,3,3,2,1,2,1,4,3,1,0,2,1,2,0,0,0,0,1,0,0,0,0,1,1,2
21291,1,42,44,52,10,9,12,3,22,1,6,4,7,0,2,3,4,1,0,0,1,1,1,0,1,1,2,14,6
134508,1,22,26,36,4,8,10,2,21,2,0,3,1,0,1,2,2,1,1,0,0,1,0,0,0,0,2,1,3
388398,1,7,20,9,2,7,0,0,2,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1
21314,1,23,8,16,2,8,2,3,13,2,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,1,1,4,0
20653,1,36,40,30,10,16,8,1,17,2,0,9,6,0,1,2,2,0,1,0,1,1,0,0,1,1,1,2,4
22677,1,19,11,12,0,12,4,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,1,40,20,35,5,19,8,6,17,1,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1
354547,1,19,50,37,6,10,0,0,17,5,2,4,2,2,0,14,3,0,1,2,0,0,1,0,0,0,1,9,6
213948,1,9,41,37,8,7,4,0,11,1,4,2,3,4,1,5,4,1,0,0,0,1,0,0,0,0,5,6,5
20633,0,14,23,19,2,8,0,4,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20663,1,8,17,18,2,2,2,0,4,1,0,1,0,2,2,2,5,1,0,0,0,2,0,0,0,0,4,5,2
333913,1,7,25,16,2,2,4,1,9,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,10
239288,0,3,6,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20938,1,23,11,8,4,12,2,3,13,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,1
234533,1,8,6,5,1,2,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3
238832,1,1,4,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
248950,1,32,29,32,5,29,16,4,13,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2
20662,0,3,3,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
22686,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50805,1,37,34,31,7,28,12,7,20,0,2,3,2,0,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0
22377,1,28,21,15,5,12,8,4,8,0,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
20526,1,5,8,11,2,3,0,1,7,0,2,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,2,3,0
21235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7965,1,80,49,78,7,31,10,4,55,6,0,5,3,0,8,3,5,0,0,2,0,4,1,0,0,0,9,9,3
101635,1,3,10,8,1,2,0,1,6,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,5
20637,1,9,7,9,1,3,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21280,1,33,38,37,7,22,14,3,13,1,0,4,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,4,0
11156,1,24,38,32,5,13,2,0,15,1,2,8,3,0,0,3,2,1,1,0,1,0,0,0,0,0,4,5,3
86309,1,29,13,22,3,12,6,4,16,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
49857,1,27,6,10,0,11,0,2,8,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0
21842,1,40,53,28,3,24,14,0,15,3,0,5,1,0,4,5,1,0,4,0,0,1,0,0,0,0,4,10,0
69400,1,50,50,51,6,30,14,5,21,4,0,3,4,0,4,3,1,0,2,0,0,3,0,0,0,1,4,8,3
86328,1,61,36,45,7,18,14,6,33,2,0,3,2,0,1,0,1,1,5,0,1,3,0,0,0,0,1,1,1
20869,1,29,26,19,2,7,2,3,8,2,0,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,1
447804,1,24,36,34,9,10,4,4,13,2,2,8,3,0,1,10,3,1,2,0,0,1,0,0,1,0,8,7,13
222766,1,10,16,11,5,6,2,0,5,2,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,1,0
99833,1,36,30,41,17,12,6,3,10,1,10,6,1,0,1,2,1,0,1,0,0,1,0,0,0,0,2,2,0
20523,0,7,8,3,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
213387,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361807,1,6,9,10,0,3,2,0,2,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
20943,1,15,19,33,1,9,4,3,14,3,0,1,1,0,2,3,1,0,1,2,0,2,0,0,0,0,3,1,2
350999,1,29,20,34,3,10,2,3,11,2,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,1,0
37732,1,58,28,55,5,25,16,3,27,2,2,6,1,2,4,4,3,0,0,0,0,1,0,0,0,0,5,5,0
20874,0,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21173,1,6,4,8,1,8,6,2,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21315,1,45,42,67,20,22,2,6,32,4,4,9,7,0,5,3,7,2,0,0,2,3,0,0,0,0,1,8,0
3300,1,52,38,48,5,35,12,7,38,3,4,3,4,2,4,2,3,0,2,2,0,4,0,0,0,0,4,1,0
284315,0,3,7,3,4,2,0,0,3,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3463,1,73,38,51,9,38,8,8,28,4,2,5,4,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20418,1,25,39,38,14,16,0,1,12,4,2,8,2,0,2,10,2,1,1,0,0,0,0,0,1,0,5,10,5
298212,1,10,6,9,1,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
350032,1,10,24,10,4,3,0,3,4,0,0,4,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,6,5
135903,1,28,47,30,6,23,4,2,12,1,0,3,2,0,4,2,1,0,1,0,0,4,0,0,0,0,3,3,1
20583,1,66,24,37,4,25,14,5,14,2,0,1,1,0,2,0,2,0,3,4,0,1,0,0,0,0,2,0,1
20723,1,43,18,19,3,22,2,3,14,1,0,0,1,0,4,1,1,0,2,0,0,1,0,0,0,0,1,1,1
265172,1,40,37,55,10,13,4,1,18,5,4,1,1,0,6,0,6,1,2,0,0,1,0,0,0,0,6,7,5
21517,1,7,9,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23386,0,2,7,11,0,2,0,0,2,1,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,2
21114,1,17,20,21,9,12,4,4,14,0,0,1,2,0,3,2,1,0,0,2,0,1,0,0,0,0,1,5,4
20927,1,33,49,30,12,22,4,3,10,2,6,4,1,0,1,2,1,0,5,0,0,1,2,0,2,1,6,2,3
300373,1,10,6,6,2,2,4,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22152,1,16,14,8,2,6,6,2,5,1,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
417231,1,14,17,23,6,8,0,1,6,1,0,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1
263803,1,21,26,16,8,7,2,0,12,2,0,3,2,0,1,3,2,0,2,0,0,0,1,0,0,0,2,1,1
292310,1,13,14,13,2,6,2,0,9,1,0,2,1,0,1,0,5,0,1,0,0,1,0,0,0,0,3,1,1
221047,1,14,3,7,1,6,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288663,1,52,8,27,2,22,2,8,14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22323,1,12,25,19,8,4,4,2,12,0,2,2,1,0,0,3,0,1,1,0,0,0,0,0,0,0,6,4,1
22135,0,9,7,6,2,4,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8
25898,1,1,25,12,3,4,0,0,11,0,0,5,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,4,4
21507,1,31,39,43,7,17,6,3,29,2,0,2,5,0,3,0,1,0,1,0,1,2,0,0,0,1,11,6,2
218971,0,3,7,4,1,2,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
51064,1,19,17,11,4,8,0,1,7,1,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0
21528,1,62,20,47,9,29,8,7,22,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,3,1,0
20875,0,3,17,10,0,4,2,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22933,1,11,36,30,8,5,6,3,11,2,0,4,3,0,2,1,2,0,1,0,0,0,0,0,1,0,1,5,9
347026,0,1,4,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
16922,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368642,0,1,4,4,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
410031,1,5,7,7,2,6,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,3
134435,1,31,23,28,5,13,12,0,13,1,0,7,2,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,5
7849,0,6,7,12,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21290,1,1,12,5,2,3,2,0,5,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
