,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S
15004,1,18,34,25,11,7,2,2,11,2,0,6,5,0,1,3,1,0,0,0,0,1,0,0,0,0,2,4,10
344744,1,2,14,13,3,2,0,1,8,0,0,2,2,0,1,5,2,2,0,0,0,1,0,0,0,0,2,2,1
407699,0,15,9,6,1,4,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
25457,1,18,28,28,6,8,18,7,13,2,0,1,2,0,0,1,2,0,2,2,0,0,0,0,0,1,1,6,2
28908,1,42,38,27,5,25,4,6,19,3,4,3,1,0,1,2,2,1,2,0,0,0,0,0,1,0,3,1,1
25384,1,11,24,16,4,5,0,2,10,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26016,0,25,27,18,0,6,0,5,15,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0
143189,1,8,13,9,0,5,0,1,8,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,2,4,2
38015,1,13,22,25,2,10,0,0,2,2,0,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
8533,1,16,12,20,3,2,4,1,7,1,0,3,1,2,1,3,1,0,0,0,0,0,0,0,0,0,4,0,3
131321,0,7,3,7,2,1,0,1,4,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,2,0,2
215281,1,25,35,21,1,8,4,1,6,1,0,2,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1,3,0
3334,1,40,38,30,12,15,24,3,18,4,8,2,2,4,1,3,1,0,1,0,0,3,0,2,0,0,4,7,0
25439,1,24,27,24,8,12,6,3,13,6,8,4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,2,0
40539,1,37,27,31,4,20,2,5,18,1,2,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,4,1,1
134540,1,23,25,10,3,11,8,3,8,3,0,3,3,0,2,0,0,0,0,0,1,2,0,0,1,0,0,2,0
20394,1,46,17,36,0,16,10,4,16,3,2,0,2,0,3,0,2,0,0,0,0,1,0,0,0,0,6,1,0
25418,0,15,11,10,5,6,2,4,5,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
3314,1,16,38,30,7,5,4,1,6,1,2,4,1,0,2,5,0,3,0,0,0,0,0,0,0,0,1,7,14
209117,1,42,27,42,14,22,8,11,22,6,6,7,9,2,5,2,2,1,1,0,1,3,1,0,0,0,6,3,3
21174,1,6,16,13,7,6,0,2,4,1,2,4,1,2,0,2,1,0,1,0,0,0,0,0,0,0,3,5,11
21383,1,32,41,48,6,10,12,7,28,1,4,5,5,2,3,4,2,0,1,0,1,2,0,0,0,1,6,3,1
25433,1,8,6,15,2,4,2,2,5,2,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
28948,1,7,12,10,0,2,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
294695,1,36,44,43,3,21,14,5,23,3,0,1,1,0,3,6,1,1,1,0,1,4,1,0,0,1,2,7,1
274345,0,2,4,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25534,1,23,26,29,2,16,10,2,12,3,4,3,0,0,1,2,1,0,2,0,0,1,0,0,0,0,2,3,0
25492,1,60,44,55,17,19,16,5,25,3,2,4,4,2,1,1,1,0,2,2,0,2,1,0,2,0,2,3,2
25440,1,11,28,19,15,12,10,2,7,1,2,3,0,2,0,3,3,1,0,2,0,0,1,0,0,0,4,5,3
26134,1,50,20,32,7,31,16,2,10,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
26583,0,11,13,17,11,8,2,2,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30320,1,35,31,21,5,13,0,2,8,3,6,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,1
229198,1,16,33,27,6,7,2,3,6,4,2,4,2,2,0,0,1,3,0,0,0,1,0,0,0,1,0,2,3
25957,1,67,21,37,3,27,10,4,18,5,0,1,2,0,3,0,0,0,4,0,0,0,0,0,0,0,1,1,1
231138,1,43,32,41,2,22,8,8,25,1,0,1,2,0,2,0,1,0,4,0,0,0,0,0,0,0,3,1,1
25938,0,0,1,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25437,1,23,34,38,4,19,4,2,16,2,0,2,2,0,1,1,3,1,4,0,1,3,0,0,0,0,2,0,3
29590,1,10,11,8,3,2,2,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
331913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25410,1,10,42,22,3,8,4,1,8,0,0,3,2,0,0,3,1,1,2,0,0,1,0,0,0,0,3,4,7
149053,0,30,17,18,5,14,4,2,8,0,4,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,2
15010,1,60,28,45,7,29,12,2,25,2,4,3,7,0,1,1,2,0,3,0,0,1,0,0,0,0,2,1,0
214609,0,7,0,7,2,6,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26135,1,41,30,37,5,32,10,5,9,6,2,4,1,2,2,0,0,0,1,0,0,3,1,0,0,0,1,1,1
364644,1,24,21,25,4,19,2,5,17,6,0,3,3,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,2
25845,1,19,21,23,1,9,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25864,1,60,32,35,7,32,18,3,26,3,0,2,4,0,3,0,0,1,4,0,0,3,0,0,0,0,1,2,1
25643,1,44,25,29,3,16,8,4,16,1,0,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,4,0,2
54380,1,43,22,49,7,20,4,5,16,3,0,3,8,0,0,1,4,0,2,0,0,1,0,0,0,1,6,4,0
25889,1,11,20,22,6,11,4,1,7,5,2,4,0,0,1,5,3,1,0,0,0,1,0,0,1,0,4,2,2
393228,1,18,22,11,4,12,2,5,13,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0
26633,1,42,30,20,2,27,10,4,16,4,0,4,2,0,3,1,2,0,0,0,0,1,0,0,0,0,1,1,0
149076,1,7,20,11,4,3,2,0,6,0,4,4,2,0,1,1,3,0,0,0,0,1,0,0,0,0,2,0,3
279734,1,28,17,27,2,13,14,5,17,2,0,2,0,0,1,0,1,0,2,0,1,1,0,0,1,0,1,2,0
1751,1,6,10,9,1,2,0,0,4,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,6
26000,1,28,32,29,4,14,4,2,18,9,0,5,2,4,2,2,4,1,0,0,0,2,1,0,0,0,5,3,3
278867,1,25,26,17,6,11,2,1,12,2,2,1,4,0,1,1,2,0,1,2,0,0,0,0,0,0,2,0,1
276944,1,29,40,36,11,14,0,2,12,4,2,5,4,2,3,6,3,2,0,0,0,0,0,0,0,0,1,10,5
396616,1,14,15,9,7,12,8,8,7,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
277629,1,31,32,41,9,13,8,1,15,4,2,4,2,2,1,4,1,0,1,0,0,1,0,0,0,0,1,3,4
408827,0,6,9,1,2,2,0,0,2,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4
421809,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352992,0,3,5,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
342088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28230,1,21,14,24,3,10,12,1,17,3,8,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,0
28314,1,56,22,35,0,19,6,5,23,4,2,0,3,0,3,0,2,0,3,0,0,2,0,0,0,1,1,2,0
209207,1,6,10,8,2,1,0,0,2,0,0,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
93044,1,17,25,30,8,6,2,2,4,5,6,3,2,2,0,2,3,0,1,2,0,0,0,0,0,0,0,4,3
219350,1,26,22,18,4,9,0,0,8,1,0,4,0,0,1,1,0,0,1,1,0,0,0,0,1,0,2,1,7
112377,1,19,16,14,2,21,6,2,17,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
366581,1,47,11,29,3,16,16,7,38,1,4,4,2,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,2
25625,1,17,18,11,1,9,4,1,1,1,6,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
334720,1,35,38,23,5,21,6,2,8,0,4,3,0,0,4,0,1,0,2,2,0,1,0,0,0,0,2,3,0
229124,1,17,18,12,6,6,0,1,3,0,2,4,0,2,1,1,1,0,1,0,0,1,0,0,0,0,1,5,2
448079,1,4,15,18,3,3,0,1,5,1,0,3,1,2,3,2,0,0,0,0,0,1,0,0,0,0,1,4,7
228963,1,41,33,33,14,20,4,3,18,1,6,3,3,6,0,2,3,0,3,1,0,3,0,0,0,0,4,4,2
25891,1,15,30,30,5,7,0,1,13,0,0,1,1,2,3,4,1,1,0,0,0,2,0,0,0,0,1,2,1
149062,1,20,20,18,3,4,4,2,11,1,0,1,0,0,2,3,4,0,0,0,0,1,1,0,0,0,1,2,0
25826,1,53,40,62,20,27,14,3,26,5,0,4,4,0,2,2,5,1,6,0,0,0,0,0,0,1,1,4,1
25930,0,8,7,3,2,6,0,2,7,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
28866,1,35,34,28,8,16,4,3,15,2,0,2,2,0,0,2,6,0,1,0,0,1,0,0,0,0,3,2,2
264989,1,15,13,18,4,4,2,2,3,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,6
228981,1,18,45,48,12,16,8,4,15,3,6,6,4,0,5,2,4,1,2,0,0,3,0,0,0,1,5,1,3
295761,1,17,33,29,9,7,4,1,9,3,2,4,1,0,2,5,6,2,1,0,0,1,0,0,0,0,1,6,3
25633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25990,1,30,32,26,5,16,8,8,15,1,2,4,2,2,2,2,0,0,3,2,0,1,0,0,1,0,7,3,0
325781,1,17,21,10,11,6,0,0,4,1,0,3,1,0,1,2,1,0,2,0,0,1,0,0,0,0,2,4,5
278513,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275243,1,15,19,29,8,7,0,2,11,1,0,2,2,0,3,1,1,1,0,1,0,0,0,0,0,1,3,1,5
26384,1,20,84,54,17,13,4,5,18,3,4,8,5,4,1,2,1,1,0,0,0,1,2,0,2,0,6,5,7
275032,1,12,15,11,3,6,2,1,6,1,0,3,0,0,1,3,2,0,0,0,0,1,0,0,1,0,1,5,0
25846,1,34,25,27,8,7,8,1,12,4,0,3,0,0,1,1,0,2,1,0,0,1,0,0,0,0,2,2,0
26245,0,2,8,5,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214710,1,48,43,37,5,16,10,3,13,4,4,2,5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2
248632,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26414,0,23,8,9,4,2,4,1,3,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0,0,0,1,2,1
138577,0,16,15,4,0,12,4,5,10,1,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1
26138,1,23,17,25,1,22,10,1,11,1,2,7,4,0,1,0,1,0,2,0,0,0,0,0,0,0,2,3,0
28965,1,3,11,5,1,5,2,1,5,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,2,2
290119,1,52,29,24,4,36,4,6,26,1,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0
48318,0,6,7,10,2,5,0,0,6,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1
26399,1,58,30,41,9,22,6,3,17,2,0,1,3,0,5,0,2,0,0,0,0,1,0,0,0,0,2,0,0
285457,1,13,16,16,0,3,2,3,9,0,2,1,2,2,2,1,2,1,0,0,0,1,1,0,0,0,0,1,1
217878,0,5,15,5,1,1,0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,6
21550,1,23,28,20,1,16,14,3,15,1,4,5,0,0,1,1,1,0,2,0,0,0,0,0,0,1,1,0,1
29843,1,4,3,5,1,1,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0
76201,1,3,2,3,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276978,0,2,12,6,2,4,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
29748,1,23,25,22,9,8,8,2,8,3,2,2,2,2,1,3,1,0,2,0,1,0,0,0,0,0,2,2,2
25800,1,24,29,36,6,9,2,3,12,2,0,5,5,0,2,3,2,0,0,0,0,0,0,0,0,0,5,0,1
40810,1,14,32,26,17,9,2,1,12,2,6,4,2,2,1,2,3,0,1,0,1,1,0,2,2,1,3,8,9
301017,1,10,25,20,5,4,0,0,2,2,0,1,1,2,2,1,3,1,0,2,0,1,0,0,0,2,0,4,7
40301,1,27,52,27,10,19,16,6,8,8,4,6,1,0,3,1,3,1,2,2,0,4,0,2,1,0,8,2,1
83574,0,18,17,17,3,6,4,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229697,1,11,9,8,3,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,1,3
299154,0,4,3,4,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
86338,1,20,22,22,3,6,2,3,1,2,0,2,1,0,2,2,3,0,2,0,0,0,0,0,1,1,5,1,5
25999,1,21,45,41,15,10,18,3,16,3,2,5,7,6,5,5,2,1,1,0,1,1,0,0,0,0,1,7,2
25937,1,30,25,44,2,21,4,4,21,3,2,3,4,0,3,0,1,0,2,0,1,1,0,0,0,0,3,1,0
131959,1,40,47,57,16,17,14,5,45,1,8,3,1,0,5,4,3,0,1,0,0,1,0,0,1,0,2,7,4
393284,1,44,56,39,10,19,2,3,15,2,6,3,5,0,6,5,1,1,2,0,0,2,0,0,0,0,4,0,0
437011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25427,1,14,15,15,3,10,12,3,10,1,2,0,3,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1
249926,1,7,6,9,5,2,2,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366571,1,2,11,7,1,2,0,0,4,0,0,0,2,0,1,3,1,1,0,0,0,1,0,0,0,0,1,2,1
70711,0,17,8,12,0,12,0,1,7,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
1712,1,29,32,19,4,13,2,1,7,1,2,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0
413582,1,34,20,36,10,15,4,4,11,0,4,3,3,0,3,0,1,1,0,0,0,3,0,0,0,0,3,2,3
29137,1,11,15,13,2,7,4,2,7,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,1,2
25764,0,23,8,20,4,13,6,5,9,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
123,0,10,15,12,0,2,0,0,6,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,4
286382,0,2,5,2,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404213,1,15,17,22,5,8,2,2,10,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0
14945,1,19,30,22,7,4,4,3,8,2,4,3,1,0,1,2,1,0,0,0,0,1,1,0,0,0,2,8,10
28335,1,36,49,46,17,19,18,4,13,1,10,4,1,2,3,8,3,1,1,0,0,1,0,0,0,0,4,4,1
247671,1,22,31,27,7,13,2,2,6,1,2,12,2,2,1,5,4,0,1,0,0,1,0,0,0,0,3,6,6
289359,1,28,27,44,7,13,12,4,27,6,0,1,2,0,3,3,3,1,1,2,0,2,1,0,1,0,2,0,3
408052,1,2,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471771,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
292654,0,14,11,11,3,5,0,2,8,1,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25743,1,35,32,21,6,11,18,3,13,1,2,1,0,0,4,4,0,1,1,0,0,0,0,0,0,0,6,3,0
214628,1,29,27,19,8,18,4,4,14,2,0,2,2,0,1,1,3,1,1,2,0,1,0,0,0,0,3,1,1
40574,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376908,0,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135937,0,10,14,8,2,3,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
135747,1,15,20,9,0,11,2,4,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28117,1,16,23,19,6,3,6,0,2,2,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,2
286506,1,5,6,3,0,5,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116345,1,19,5,19,4,6,2,2,12,1,0,4,1,2,1,1,2,0,2,0,0,0,0,0,0,0,2,1,0
244335,1,9,18,17,3,9,0,1,3,0,0,3,4,4,2,0,0,0,0,0,0,0,0,2,0,0,1,3,2
20531,1,2,6,4,1,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
8326,1,10,26,15,6,9,2,1,4,0,0,5,2,0,2,3,4,1,0,4,0,0,0,0,0,1,4,2,3
286380,1,48,22,27,4,26,8,5,19,1,2,2,1,0,5,0,0,0,3,0,0,1,0,0,0,0,5,2,1
25860,1,10,62,29,7,9,6,1,9,3,2,5,4,6,2,8,2,1,2,0,0,0,0,0,1,0,4,5,9
14862,1,19,23,33,7,7,6,2,15,4,4,7,7,0,3,0,5,3,0,0,1,0,1,0,1,1,6,5,2
356237,1,32,36,34,15,22,8,5,12,2,6,10,3,0,5,2,3,1,0,0,0,2,0,0,0,0,10,4,5
25562,1,8,9,8,4,3,0,1,3,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,4,0,1
26055,1,13,9,12,2,2,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97582,1,10,22,24,6,4,0,2,3,1,0,2,2,0,0,3,0,1,1,0,0,0,1,0,0,1,2,2,6
134797,1,7,7,13,0,6,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2
43515,1,22,16,15,7,10,6,3,12,1,0,6,2,0,3,3,3,0,0,0,0,1,0,0,0,0,2,1,5
28251,0,2,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29641,1,12,17,15,5,6,2,2,6,2,0,7,1,0,2,3,1,0,0,0,0,1,0,0,0,0,0,4,2
26006,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229119,0,2,2,1,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
99511,0,8,4,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
347205,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
273819,1,19,24,22,5,11,2,2,12,0,2,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,2,4
295569,1,31,16,26,4,13,0,4,23,2,0,5,3,2,1,2,1,1,0,0,0,0,0,0,1,0,3,0,2
70171,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207002,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
27354,0,19,22,19,0,5,0,0,7,2,0,3,1,0,2,2,2,1,0,0,0,2,0,0,0,0,1,2,4
335763,1,25,18,25,8,12,2,2,8,1,4,5,2,0,4,4,2,0,0,0,0,0,0,0,1,0,2,1,2
394006,1,12,19,20,7,4,0,0,6,3,2,4,1,0,2,3,2,0,0,0,0,0,0,0,0,0,4,6,7
25526,1,14,26,23,6,7,2,2,6,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
26956,1,25,44,36,11,6,4,4,16,0,4,5,6,0,2,5,3,0,0,1,1,2,0,0,0,1,3,7,4
101555,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25598,1,8,3,6,0,3,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
276979,1,37,28,34,3,13,14,6,16,5,0,4,0,4,3,3,2,0,0,0,0,3,1,2,0,1,0,4,2
25444,1,2,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1
404226,1,2,5,2,1,1,0,0,1,0,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
37714,0,4,12,10,4,4,2,1,6,2,2,2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,2
397046,1,45,37,40,11,11,10,3,16,1,2,9,3,4,3,2,5,0,1,0,1,4,0,0,0,1,5,9,6
37824,1,22,22,24,3,16,6,3,8,1,4,1,3,2,2,3,0,0,3,0,0,0,1,0,0,0,2,4,2
25650,1,17,7,18,1,15,2,1,13,1,4,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,2,3
4452,1,32,25,21,6,16,2,1,8,6,6,4,1,0,2,1,1,0,3,0,0,0,1,2,0,0,3,4,1
134951,1,7,3,7,2,6,6,1,3,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
139295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367146,0,1,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25524,1,50,44,39,8,24,4,5,17,0,4,3,1,0,1,1,2,0,1,0,0,3,1,0,1,0,1,2,1
234138,1,5,14,11,2,3,2,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1
331918,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216614,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
286915,1,24,11,18,4,15,4,4,12,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
25776,1,12,22,18,8,10,4,0,7,4,2,2,2,0,0,4,1,0,1,0,0,0,1,0,1,0,2,2,4
25784,1,9,4,5,0,4,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82690,1,10,13,9,3,5,0,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372547,0,1,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25470,1,37,23,31,3,14,10,1,12,1,4,2,1,0,2,0,0,0,1,0,0,2,0,0,0,0,2,1,0
25809,0,16,15,30,5,8,2,2,14,1,0,2,2,0,2,2,2,1,2,0,0,2,1,0,0,0,2,3,10
26512,1,12,51,35,10,9,4,1,13,0,0,4,2,4,0,12,2,2,0,0,0,4,0,0,0,0,4,9,4
37896,1,9,16,14,1,5,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347200,1,5,6,7,2,3,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,2
25993,1,32,38,31,1,23,2,8,12,0,0,0,2,0,5,0,0,0,0,0,0,3,0,0,1,0,2,2,1
266286,1,30,13,25,3,16,10,4,17,2,2,0,4,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0
521939,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20948,1,7,13,15,1,2,0,0,3,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,5
134542,1,14,12,21,5,6,8,0,11,2,0,0,1,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0
26368,1,12,22,19,0,9,6,2,15,1,2,1,5,2,3,0,0,0,1,0,0,2,1,0,1,0,4,1,0
28364,0,7,3,2,3,2,0,1,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38095,1,12,27,23,1,3,4,1,12,2,0,1,0,0,1,2,1,1,0,0,0,3,0,0,0,1,1,4,1
244357,1,45,28,39,5,15,8,3,21,3,2,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,3,2,2
26543,1,2,18,10,2,1,2,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,1
25942,1,31,30,52,13,15,6,0,19,2,0,8,2,0,3,1,7,1,1,0,0,1,0,0,0,0,2,5,1
25781,0,0,3,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101795,1,4,7,11,1,0,2,0,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
285139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26042,1,17,21,22,11,7,4,0,7,0,0,2,2,0,0,3,1,1,0,0,0,0,2,0,0,0,3,3,0
245807,1,2,1,1,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
14913,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25392,1,35,24,26,5,15,6,3,18,1,0,1,1,0,2,1,2,0,1,0,0,0,0,0,0,0,5,0,0
29588,1,35,28,31,12,10,8,5,13,3,6,5,2,0,1,1,2,0,2,0,0,2,0,0,0,0,2,5,0
256480,1,7,16,9,3,5,0,2,7,0,0,1,1,0,1,3,2,1,2,0,0,0,1,0,0,0,1,1,5
25504,1,15,26,33,5,13,6,4,10,0,0,5,2,0,1,1,1,0,2,2,0,2,0,0,0,0,2,4,1
203113,1,19,21,23,6,11,2,3,9,5,0,1,2,2,2,2,3,1,2,0,0,0,0,0,0,0,4,4,2
382,1,6,17,3,3,3,0,1,2,0,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
105523,1,24,27,15,3,7,0,3,10,1,2,4,2,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,2
