,Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
135,Henrikh Mkhitaryan,1,21,31,32,8,9,8,2,8,5,4,3,1,0,1,2,3,1,1,0,0,3,0,0,0,0,2,7,3,28.0,15.0,1.0,5.0,0.12,0.34,53.0,2.0,0.0,19.0,257.0,midfield - Attacking Midfield,31500000.0
136,Paul Pogba,1,21,42,30,14,16,8,5,21,1,0,7,1,0,1,5,4,0,4,6,2,1,0,0,1,0,1,9,7,24.0,27.0,6.0,10.0,0.28,0.19,95.0,5.0,1.0,36.0,407.0,midfield - Central Midfield,81000000.0
138,Pablo Javier Zabaleta Girod,1,36,36,41,8,17,4,7,17,4,2,6,3,0,4,2,1,0,0,2,1,2,0,0,0,0,1,3,0,26.0,15.0,0.0,3.0,0.04,0.04,8.0,3.0,0.0,19.0,57.0,Defender - Centre-Back,2700000.0
140,Eric Bertrand  Bailly,1,20,8,6,1,2,2,3,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23.0,13.0,1.0,0.0,0.09,0.03,3.0,2.0,0.0,20.0,99.0,Defender - Centre-Back,31500000.0
141,Daley Blind,1,6,4,0,1,4,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,27.0,7.0,0.0,0.0,0.03,0.1,14.0,0.0,0.0,8.0,81.0,Defender - Left-Back,16200000.0
142,Phil Jones,1,33,15,26,2,18,8,4,12,2,0,3,2,0,3,0,1,0,1,0,1,0,0,0,0,0,2,0,0,25.0,23.0,0.0,0.0,0.02,0.0,7.0,2.0,0.0,25.0,219.0,Defender - Centre-Back,18000000.0
143,Marcus Rashford,1,7,25,14,10,5,4,0,1,0,0,5,2,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,1,19.0,35.0,7.0,5.0,0.31,0.17,46.0,3.0,0.0,16.0,328.0,attack - Left Winger,58500000.0
145,Juan Manuel Mata Garcia,1,28,26,34,6,8,8,1,11,4,2,4,4,2,3,2,2,1,0,0,1,2,0,2,0,0,3,3,1,29.0,28.0,3.0,5.0,0.16,0.23,87.0,1.0,0.0,22.0,274.0,midfield - Attacking Midfield,27000000.0
147,Joe Hart,1,2,11,3,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,19.0,0.0,1.0,0.0,0.04,2.0,0.0,0.0,0.0,5.0,Goalkeeper,9000000.0
149,Romelu Lukaku Menama,0,8,38,13,5,5,0,1,8,1,0,1,4,2,1,1,2,0,1,0,0,0,0,0,0,0,3,4,12,24.0,34.0,16.0,7.0,0.48,0.16,69.0,4.0,0.0,9.0,319.0,attack - Centre-Forward,90000000.0
150,Winston  Reid,1,21,11,14,0,16,6,1,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29.0,17.0,0.0,0.0,0.02,0.01,4.0,5.0,0.0,20.0,154.0,Defender - Centre-Back,6300000.0
151,Declan Rice,1,16,11,15,2,13,2,2,7,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18.0,26.0,0.0,0.0,0.01,0.0,8.0,1.0,0.0,39.0,210.0,midfield - Defensive Midfield,9000000.0
152,Marouane Fellaini-Bakkioui,1,14,3,6,3,7,2,0,4,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,1,29.0,16.0,4.0,0.0,0.3,0.02,9.0,1.0,0.0,15.0,143.0,midfield - Central Midfield,13500000.0
153,Anthony Martial,0,6,13,18,9,4,6,0,6,0,0,4,2,2,1,5,1,0,2,0,0,1,0,0,1,0,2,8,5,21.0,30.0,9.0,5.0,0.41,0.32,69.0,1.0,0.0,16.0,177.0,attack - Centre-Forward,58500000.0
154,Aaron Cresswell,1,30,48,40,6,20,4,4,7,1,8,3,2,2,3,1,1,1,2,0,1,0,0,0,0,1,4,3,1,27.0,36.0,1.0,3.0,0.02,0.08,62.0,7.0,0.0,38.0,358.0,Defender - Left-Back,10800000.0
155,Ciaran Clark,1,20,17,11,2,6,8,5,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,27.0,20.0,2.0,1.0,0.09,0.02,11.0,3.0,0.0,24.0,176.0,Defender - Centre-Back,5400000.0
156,Florian Lejeune,1,37,17,16,4,23,4,7,10,2,4,5,3,0,1,0,1,0,2,0,2,1,0,0,0,0,4,2,0,26.0,24.0,0.0,2.0,0.02,0.06,13.0,3.0,0.0,43.0,236.0,Defender - Centre-Back,7200000.0
157,Rob Elliot,0,5,15,6,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Goalkeeper,1350000.0
159,Javier Manquillo Gaitan,1,14,15,20,4,4,12,2,4,3,0,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,2,3,0,23.0,21.0,0.0,1.0,0.0,0.03,21.0,2.0,0.0,35.0,320.0,Defender - Right-Back,4500000.0
160,Matt Ritchie,1,20,36,46,7,10,6,2,14,2,0,5,3,6,1,7,4,0,2,2,0,2,0,0,0,0,6,9,5,27.0,35.0,3.0,5.0,0.12,0.18,93.0,6.0,0.0,64.0,692.0,Defender - Left-Back,10800000.0
162,Eric  Dier,1,65,46,55,6,31,8,14,32,2,2,9,4,0,1,4,5,0,1,0,0,2,0,0,0,0,4,2,2,23.0,34.0,0.0,2.0,0.06,0.05,34.0,4.0,0.0,66.0,399.0,Defender - Centre-Back,36000000.0
163,Jan Vertonghen,1,76,43,37,6,44,4,10,27,4,0,2,1,2,5,4,6,0,5,2,0,0,0,0,0,0,7,0,2,30.0,36.0,0.0,0.0,0.03,0.02,29.0,4.0,0.0,75.0,282.0,Defender - Centre-Back,28800000.0
164,Hugo Lloris,1,13,15,23,3,8,4,2,17,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,30.0,36.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,Goalkeeper,27000000.0
165,Toby Alderweireld,1,18,22,18,1,14,2,0,11,2,0,1,3,0,2,1,1,0,1,0,0,1,0,0,0,0,3,0,0,28.0,14.0,0.0,0.0,0.03,0.02,12.0,3.0,0.0,21.0,99.0,Defender - Centre-Back,36000000.0
166,Kyle Walker-Peters,0,2,3,2,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3.0,0.0,2.0,0.0,0.73,7.0,0.0,0.0,7.0,32.0,Defender - Right-Back,2700000.0
167,Christian  Atsu Twasam,1,21,17,17,3,3,4,0,5,2,0,1,1,2,3,2,1,0,1,0,0,0,0,0,0,0,6,8,4,25.0,28.0,2.0,2.0,0.19,0.14,46.0,1.0,0.0,18.0,328.0,attack - Left Winger,5400000.0
168,Paul Dummett,1,23,12,17,3,6,4,2,10,1,0,2,0,0,2,0,2,0,1,0,0,1,1,0,0,0,1,4,0,25.0,20.0,0.0,0.0,0.01,0.03,10.0,1.0,0.0,34.0,201.0,Defender - Left-Back,3150000.0
169,Moussa Sissoko,1,22,21,20,7,7,4,2,7,3,0,3,0,2,2,3,5,0,0,0,0,0,0,0,1,0,3,5,1,27.0,32.0,1.0,1.0,0.22,0.17,44.0,3.0,0.0,24.0,239.0,midfield - Central Midfield,16200000.0
170,Isaac Hayden,0,24,24,14,1,10,4,2,10,0,0,4,1,0,2,2,1,1,2,0,0,0,0,0,0,0,3,0,2,22.0,26.0,1.0,0.0,0.06,0.06,26.0,7.0,0.0,46.0,300.0,midfield - Defensive Midfield,6300000.0
171,Dwight Gayle,1,6,13,16,4,2,4,2,7,1,0,2,1,0,1,4,2,2,0,0,0,2,0,0,0,0,4,4,11,26.0,35.0,6.0,3.0,0.44,0.13,41.0,3.0,0.0,14.0,327.0,attack - Centre-Forward,9000000.0
172,Ben Davies,1,22,47,35,6,20,12,3,18,0,0,2,2,4,6,7,8,0,2,0,0,2,0,0,1,0,5,3,2,24.0,29.0,2.0,6.0,0.04,0.13,75.0,3.0,0.0,53.0,339.0,Defender - Centre-Back,22500000.0
173,Christian  Dannemann Eriksen,1,37,63,60,10,25,10,7,40,1,2,7,2,0,4,14,4,2,1,0,1,2,0,0,1,0,6,15,6,25.0,37.0,10.0,10.0,0.19,0.35,176.0,0.0,0.0,57.0,572.0,midfield - Attacking Midfield,72000000.0
175,Harry Kane,1,9,25,23,2,8,0,0,10,0,0,2,1,0,2,4,6,0,0,0,0,1,0,0,0,0,1,8,20,24.0,37.0,30.0,2.0,0.75,0.08,101.0,5.0,0.0,16.0,307.0,attack - Centre-Forward,135000000.0
177,Mikel Merino Zazon,1,20,25,19,3,9,8,2,14,1,2,1,2,2,3,0,3,0,2,0,0,2,0,0,0,0,1,3,0,21.0,24.0,1.0,1.0,0.04,0.06,43.0,4.0,0.0,66.0,396.0,midfield - Central Midfield,10800000.0
179,Chancel Mbemba Mangulu,1,6,5,5,2,4,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,22.0,9.0,0.0,0.0,0.0,0.07,11.0,0.0,0.0,19.0,85.0,Defender - Centre-Back,5400000.0
180,Wayne Routledge,1,4,11,5,2,2,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,32.0,15.0,0.0,0.0,0.11,0.13,11.0,1.0,0.0,9.0,80.0,attack - Left Winger,1350000.0
181,Leon Britton,0,3,1,4,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,73.0,midfield - Central Midfield,900000.0
182,Alfie Mawson,1,49,30,51,9,23,6,12,24,1,2,2,0,0,5,0,0,0,1,0,1,0,0,0,0,0,3,1,2,23.0,38.0,2.0,1.0,0.05,0.01,10.0,3.0,0.0,40.0,216.0,Defender - Centre-Back,13500000.0
184,Kyle Naughton,1,46,47,53,10,29,16,2,15,7,4,2,4,0,3,2,3,0,0,0,0,1,2,0,0,0,5,5,0,28.0,34.0,0.0,2.0,0.01,0.01,30.0,1.0,0.0,104.0,563.0,Defender - Right-Back,4500000.0
185,Oriol Romeu Vidal,1,53,31,61,3,17,12,8,30,4,0,1,5,0,4,2,6,0,1,0,0,3,1,0,0,0,1,1,1,25.0,34.0,1.0,0.0,0.08,0.05,55.0,11.0,0.0,102.0,730.0,midfield - Defensive Midfield,10800000.0
186,Steven Davis,1,23,32,24,7,17,14,5,10,2,0,4,1,0,1,1,3,1,0,2,0,2,0,0,0,0,3,5,0,32.0,23.0,3.0,0.0,0.06,0.08,41.0,0.0,0.0,34.0,322.0,midfield - Central Midfield,3600000.0
187,Jack Stephens,1,45,14,22,1,11,4,2,12,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,23.0,22.0,2.0,0.0,0.06,0.01,9.0,6.0,1.0,36.0,181.0,Defender - Centre-Back,7200000.0
189,Ryan Bertrand,1,33,45,47,16,14,4,1,13,2,0,8,4,2,3,1,1,0,0,0,1,0,0,0,0,0,6,1,3,27.0,35.0,0.0,4.0,0.05,0.1,65.0,2.0,0.0,52.0,364.0,Defender - Left-Back,18000000.0
190,Leroy Fer,1,23,24,14,6,6,4,1,15,2,0,2,0,0,2,1,1,0,1,0,0,0,0,0,0,1,2,0,0,27.0,20.0,1.0,1.0,0.09,0.08,22.0,5.0,0.0,44.0,325.0,midfield - Defensive Midfield,7200000.0
191,Tom Carroll,1,26,42,29,9,13,10,1,16,1,4,3,2,2,3,1,2,0,0,2,0,0,0,0,0,0,4,5,0,25.0,37.0,0.0,4.0,0.03,0.14,67.0,3.0,0.0,59.0,606.0,midfield - Central Midfield,6300000.0
192,Jordan Ayew,1,19,24,34,7,10,8,4,16,0,2,4,3,2,1,3,5,0,1,0,1,1,0,2,0,0,1,3,8,25.0,36.0,7.0,2.0,0.22,0.03,63.0,2.0,1.0,91.0,1019.0,attack - Centre-Forward,7200000.0
193,Martin Olsson,1,28,46,36,11,12,2,3,14,6,2,6,1,0,2,5,2,1,0,0,0,0,0,0,0,0,1,4,1,29.0,36.0,0.0,1.0,0.02,0.03,29.0,7.0,0.0,32.0,288.0,Defender - Left-Back,4500000.0
194,James  Ward-Prowse,1,15,22,18,4,9,4,2,12,1,0,2,2,0,0,2,0,0,1,0,0,1,3,0,0,0,2,1,3,22.0,30.0,3.0,3.0,0.11,0.18,49.0,3.0,0.0,29.0,345.0,midfield - Central Midfield,16200000.0
197,Nathan Redmond,1,22,29,14,7,7,6,1,12,3,0,5,2,2,2,6,1,1,1,2,0,0,0,0,1,1,4,8,4,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack - Left Winger,16200000.0
198,Maya Yoshida,1,35,20,17,1,17,4,5,10,1,2,2,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,2,28.0,24.0,2.0,0.0,0.1,0.01,11.0,3.0,2.0,37.0,165.0,Defender - Centre-Back,6300000.0
199,Manolo Gabbiadini,0,9,5,7,2,4,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,25.0,28.0,5.0,0.0,0.21,0.05,9.0,2.0,0.0,11.0,187.0,attack - Centre-Forward,10800000.0
200,Tammy Abraham,1,12,5,6,1,3,0,1,5,1,0,1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,3,19.0,31.0,5.0,1.0,0.35,0.05,35.0,0.0,0.0,14.0,251.0,attack - Centre-Forward,9000000.0
201,Fraser Forster,1,3,13,5,2,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Goalkeeper,13500000.0
202,Sofiane Boufal,1,11,9,19,5,7,4,1,3,3,0,2,0,0,1,2,2,1,1,2,1,0,0,0,0,0,0,5,6,23.0,26.0,2.0,2.0,0.15,0.12,48.0,1.0,0.0,43.0,285.0,attack - Left Winger,10800000.0
203,Charlie Austin,1,6,10,5,0,3,0,1,6,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,7,28.0,24.0,7.0,0.0,0.75,0.03,20.0,2.0,0.0,8.0,195.0,attack - Centre-Forward,9000000.0
206,Nathaniel Chalobah,1,2,6,7,1,5,2,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,midfield - Defensive Midfield,4500000.0
208,Daryl Janmaat,1,20,31,35,7,7,0,4,6,5,2,1,3,2,1,0,0,0,1,1,0,1,0,0,1,0,2,0,0,28.0,23.0,3.0,0.0,0.08,0.06,29.0,3.0,0.0,56.0,292.0,Defender - Centre-Back,5400000.0
211,Nordin Amrabat,0,19,27,15,5,1,4,1,6,2,0,2,2,0,2,2,3,1,0,0,0,0,0,0,0,0,1,1,8,30.0,30.0,2.0,4.0,0.19,0.16,50.0,6.0,1.0,16.0,319.0,attack - Right Winger,2700000.0
212,Heurelho da Silva Gomes,0,4,22,8,1,2,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,Goalkeeper,900000.0
213,Jordan Brian Henderson,1,34,47,57,14,25,10,3,25,6,2,6,2,0,4,3,2,1,1,0,0,1,0,0,1,0,5,4,2,27.0,27.0,1.0,1.0,0.04,0.07,58.0,1.0,0.0,48.0,457.0,midfield - Central Midfield,25200000.0
215,Trent Alexander-Arnold,1,24,43,23,6,12,4,1,8,0,4,4,5,0,4,3,3,0,1,0,0,1,0,0,0,0,4,6,3,28.0,13.0,2.0,2.0,0.2,0.2,27.0,1.0,0.0,14.0,164.0,Defender - Right-Back,22500000.0
216,Miguel Angel Britos Cabrera,1,12,11,14,1,4,2,3,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32.0,12.0,1.0,0.0,0.09,0.02,4.0,3.0,1.0,13.0,102.0,Defender - Centre-Back,3150000.0
217,Emre Can,1,35,27,32,4,15,8,4,16,1,2,3,3,0,4,4,1,0,0,0,0,1,0,0,1,1,5,4,2,25.0,12.0,2.0,0.0,0.08,0.04,14.0,5.0,0.0,25.0,152.0,midfield - Defensive Midfield,27000000.0
218,Alberto Moreno Perez,1,22,30,14,4,10,2,2,6,0,0,7,1,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,2,25.0,16.0,0.0,0.0,0.03,0.06,26.0,1.0,0.0,39.0,214.0,Defender - Left-Back,9000000.0
219,Simon Mignolet,1,7,9,5,1,7,0,3,7,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29.0,19.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,Goalkeeper,9000000.0
220,Stefano Okaka Chuka,0,6,6,5,0,1,0,0,2,0,0,3,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,27.0,15.0,1.0,1.0,0.35,0.08,17.0,2.0,0.0,8.0,116.0,attack - Centre-Forward,4500000.0
221,Roberto Maximiliano Pereyra,1,23,22,27,3,9,2,3,7,1,2,2,2,0,1,3,0,0,0,0,1,2,0,0,0,0,1,2,3,31.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,midfield - Attacking Midfield,9000000.0
222,Dejan Lovren,1,50,16,38,2,25,10,5,16,3,0,1,0,0,2,0,1,1,3,0,0,0,0,0,0,0,4,2,3,28.0,29.0,2.0,1.0,0.06,0.01,15.0,4.0,0.0,32.0,162.0,Defender - Centre-Back,18000000.0
223,Georginio Wijnaldum,1,41,14,35,4,21,2,1,15,2,0,3,1,0,3,2,6,1,1,0,1,2,0,0,0,0,3,7,2,26.0,33.0,1.0,2.0,0.1,0.06,53.0,1.0,0.0,38.0,385.0,midfield - Central Midfield,27000000.0
224,Tom Cleverley,1,37,30,36,2,12,8,4,22,3,0,2,1,0,1,2,2,0,3,2,2,1,0,0,0,0,6,1,1,27.0,23.0,1.0,2.0,0.09,0.07,55.0,2.0,2.0,42.0,475.0,midfield - Central Midfield,8100000.0
225,Roberto Firmino Barbosa de Oliveira,1,18,45,29,8,17,0,2,12,2,4,3,1,0,1,6,1,2,1,0,0,2,1,0,0,0,3,12,3,31.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,attack - Centre-Forward,72000000.0
227,Mohamed  Salah Ghaly,1,15,36,32,4,2,2,2,12,0,0,6,4,4,5,3,1,1,1,0,1,0,0,0,1,1,2,10,19,25.0,36.0,32.0,10.0,0.76,0.28,154.0,1.0,0.0,15.0,429.0,attack - Right Winger,135000000.0
229,Richarlison de Andrade,1,20,32,18,8,5,4,2,10,1,2,4,1,0,2,3,4,1,1,2,0,2,1,0,2,0,2,1,11,20.0,38.0,5.0,4.0,0.33,0.1,76.0,4.0,0.0,63.0,631.0,attack - Centre-Forward,22500000.0
230,Andre Gray,1,4,13,12,3,3,0,1,4,2,0,0,1,0,1,4,2,0,1,0,1,0,0,0,0,1,0,4,3,26.0,31.0,5.0,2.0,0.45,0.12,24.0,1.0,0.0,3.0,180.0,midfield - Central Midfield,3150000.0
231,Divock Okoth Origi,0,10,21,5,3,3,0,1,5,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,9,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,attack - Centre-Forward,9000000.0
232,Steve Cook,1,54,28,32,1,26,6,6,14,1,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,1,2,26.0,34.0,2.0,1.0,0.06,0.01,17.0,5.0,0.0,43.0,208.0,Defender - Centre-Back,6300000.0
233,Simon Francis,1,52,53,45,8,26,14,4,23,3,0,3,0,0,5,3,0,2,1,0,1,1,0,0,0,0,4,8,2,32.0,32.0,0.0,1.0,0.01,0.08,38.0,9.0,2.0,56.0,341.0,Defender - Right-Back,2250000.0
234,Claudio Ariel Yacob,1,29,13,8,0,12,8,1,6,1,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,3,0,30.0,16.0,0.0,0.0,0.02,0.0,5.0,5.0,0.0,36.0,217.0,midfield - Defensive Midfield,3150000.0
235,Chris Brunt,1,28,42,42,4,7,4,2,11,0,0,0,1,0,1,2,6,0,0,0,0,0,0,0,1,0,4,4,2,32.0,26.0,0.0,7.0,0.07,0.19,67.0,5.0,0.0,38.0,268.0,midfield - Central Midfield,2700000.0
236,Ben Foster,0,7,32,18,3,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0,37.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,Goalkeeper,2700000.0
237,Andrew Surman,1,39,31,31,8,22,8,6,15,2,0,4,0,0,1,1,2,1,1,0,0,0,0,0,0,0,3,11,1,30.0,25.0,2.0,5.0,0.06,0.09,41.0,2.0,0.0,18.0,273.0,midfield - Central Midfield,3150000.0
238,Harry Arter,1,24,16,17,3,7,6,2,12,3,0,2,1,0,1,0,3,0,2,0,0,1,0,0,1,0,1,1,1,27.0,13.0,1.0,0.0,0.06,0.02,18.0,4.0,0.0,21.0,232.0,midfield - Central Midfield,6300000.0
239,Charlie Daniels,1,40,59,45,12,27,6,2,26,1,6,10,4,2,2,2,2,1,1,0,1,2,0,0,0,0,2,7,1,30.0,35.0,1.0,3.0,0.01,0.09,53.0,0.0,0.0,55.0,341.0,Defender - Left-Back,3150000.0
240,Nathan Ake,1,74,29,38,8,33,10,3,31,1,2,3,2,0,3,0,3,0,3,0,1,0,0,0,0,0,7,2,1,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender - Centre-Back,13500000.0
242,Ryan Fraser,1,19,34,21,8,4,4,2,12,2,2,1,0,0,2,0,3,1,1,0,0,1,0,0,1,0,5,4,2,23.0,26.0,5.0,3.0,0.09,0.17,72.0,0.0,0.0,14.0,226.0,attack - Left Winger,5400000.0
244,Craig Dawson,1,35,29,21,6,15,4,2,8,1,2,3,1,2,1,1,1,2,1,0,1,1,0,0,0,0,4,1,1,27.0,28.0,2.0,0.0,0.09,0.03,28.0,6.0,0.0,52.0,302.0,Defender - Centre-Back,7200000.0
245,Allan-Romeo Nyom,1,28,28,27,7,14,8,6,14,2,0,0,0,4,1,2,3,0,1,0,0,2,0,0,1,0,2,2,0,26.0,38.0,4.0,5.0,0.14,0.14,97.0,2.0,0.0,111.0,925.0,Defender - Right-Back,4050000.0
246,Jay Rodriguez,1,31,29,32,4,7,4,4,13,0,2,5,1,2,2,2,1,0,0,0,0,1,0,0,1,0,3,5,14,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
247,Matt Phillips,1,19,40,19,1,3,4,2,7,0,0,3,2,6,1,3,1,3,1,0,0,0,0,0,0,1,2,5,2,26.0,30.0,2.0,2.0,0.09,0.17,58.0,3.0,0.0,26.0,295.0,attack - Right Winger,8100000.0
248,Marc Pugh,1,17,23,12,9,1,4,3,4,0,0,1,2,2,0,1,0,0,0,0,2,2,0,0,1,0,2,1,3,30.0,20.0,0.0,0.0,0.15,0.07,17.0,2.0,0.0,9.0,131.0,attack - Left Winger,1350000.0
249,Jake Livermore,1,45,24,43,7,14,6,1,10,5,0,3,3,0,2,5,0,0,1,0,1,0,1,0,0,0,3,3,1,27.0,34.0,2.0,2.0,0.09,0.06,34.0,5.0,0.0,74.0,595.0,midfield - Defensive Midfield,8100000.0
250,Joshua King,1,22,27,27,7,8,4,3,10,0,0,4,2,2,0,6,1,0,0,0,0,2,0,0,1,0,5,6,9,25.0,33.0,8.0,3.0,0.27,0.18,85.0,3.0,0.0,36.0,630.0,attack - Second Striker,9000000.0
252,Sam Field,1,5,8,5,1,1,2,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,19.0,10.0,1.0,0.0,0.07,0.03,9.0,3.0,0.0,16.0,121.0,midfield - Central Midfield,1350000.0
253,Jordon  Ibe,1,16,27,38,8,9,4,1,13,2,2,7,5,2,1,3,3,0,0,0,0,0,0,0,1,0,3,7,5,21.0,32.0,2.0,6.0,0.15,0.17,81.0,1.0,0.0,15.0,343.0,attack - Right Winger,8100000.0
255,Hal Robson-Kanu,0,5,8,4,2,3,2,0,2,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,2,28.0,21.0,2.0,0.0,0.32,0.06,24.0,2.0,1.0,5.0,197.0,attack - Centre-Forward,2250000.0
256,Adam Smith,1,37,26,41,16,5,6,4,11,4,4,5,2,4,0,0,2,0,0,0,0,0,0,0,0,0,5,1,2,26.0,27.0,1.0,3.0,0.02,0.06,39.0,6.0,0.0,67.0,430.0,Defender - Right-Back,4500000.0
258,Jermain  Defoe,1,1,2,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,34.0,24.0,4.0,1.0,0.48,0.1,27.0,1.0,0.0,11.0,175.0,attack - Centre-Forward,2250000.0
262,Lys Mousset,1,1,13,6,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,21.0,23.0,2.0,0.0,0.2,0.05,11.0,1.0,0.0,9.0,148.0,attack - Centre-Forward,3600000.0
264,Gareth Barry,1,36,32,33,8,15,10,0,20,3,0,1,7,0,3,1,1,0,0,2,0,0,0,0,0,0,4,2,1,36.0,25.0,1.0,1.0,0.05,0.07,34.0,4.0,0.0,47.0,364.0,midfield - Defensive Midfield,900000.0
265,Jonathan  Walters,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,3.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,8.0,attack - Right Winger,1800000.0
269,Jacob Murphy,1,12,17,13,5,5,2,1,0,0,0,1,3,2,0,3,1,0,0,0,0,2,0,0,0,1,1,1,2,22.0,25.0,1.0,1.0,0.1,0.12,26.0,0.0,0.0,18.0,276.0,attack - Right Winger,6300000.0
270,Anthony Knockaert,1,27,27,35,10,14,2,2,14,3,2,6,5,2,1,3,2,1,1,0,0,1,0,0,1,1,2,4,4,25.0,33.0,3.0,1.0,0.15,0.09,68.0,4.0,1.0,47.0,466.0,attack - Right Winger,7200000.0
271,Islam Slimani,1,7,7,8,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,29.0,12.0,1.0,1.0,0.43,0.04,8.0,0.0,0.0,2.0,75.0,attack - Centre-Forward,16200000.0
272,Joe Gomez,1,36,30,25,7,13,10,4,12,2,4,4,2,0,4,2,0,0,2,0,0,1,0,0,0,0,5,1,0,20.0,23.0,0.0,2.0,0.02,0.05,26.0,3.0,0.0,57.0,297.0,Defender - Centre-Back,19800000.0
273,Andrew Robertson,1,31,30,31,8,14,12,3,14,1,0,4,1,2,4,4,2,1,3,2,0,0,0,0,0,0,2,5,0,22.0,25.0,0.0,0.0,0.02,0.0,8.0,4.0,0.0,28.0,186.0,Defender - Left-Back,22500000.0
274,James Milner,1,22,37,35,1,16,4,3,12,4,0,3,2,2,8,2,4,0,0,2,0,2,1,0,0,0,5,4,4,31.0,32.0,0.0,3.0,0.06,0.18,68.0,3.0,0.0,64.0,399.0,midfield - Central Midfield,13500000.0
